"Date","Project","Region","Island","Site","Latitude","Longitude","Survey_Method","Depth","Transect_Number","Transect_Distance","Transect_Segment","Transect_Length","Transect_Width","Survey_Area","Genus","Species","Colony_Length","Colony_Width","Size_Class","Disease_Type"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","30","","","Growth_anomalies"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","60","","","Predation"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Pocillopora","Pocillopora_meandrina","10","","","Healthy"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","15","","","Healthy"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","10","","","Pigmentation_response"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Pocillopora","Pocillopora_meandrina","","","","Healthy"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_compressa","","","","Healthy"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","70","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","10","","","Algal_overgrowth"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","10","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","60","","","Trematodiasis"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","15","","","Algal_overgrowth"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","45","","","Algal_overgrowth"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","15","","","Pigmentation_response"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","15","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","15","","","Algal_overgrowth"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","50","","","Pigmentation_response"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","30","","","Algal_overgrowth"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_evermanni","","","","Healthy"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","45","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","50","","","Algal_overgrowth"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Discoloration"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2010-07-15,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","70","","","Growth_anomalies"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","","","","Healthy"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","5","","","Algal_overgrowth"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","30","","","Algal_overgrowth"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","50","","","Algal_overgrowth"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","5","","","Algal_overgrowth"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","5","","","Algal_overgrowth"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Discoloration"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Pocillopora","Pocillopora_meandrina","30","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","","","","Healthy"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
2010-07-15,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Pocillopora","Pocillopora_meandrina","10","","","Predation"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
2010-07-15,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","30","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","40","","","Healthy"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Pocillopora","Pocillopora_meandrina","","","","Healthy"
2010-07-15,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Pocillopora","Pocillopora_meandrina","","","","Healthy"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","25","","","Pigmentation_response"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","45","","","Discoloration"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Pocillopora","Pocillopora_meandrina","20","","","Healthy"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","100","","","Pigmentation_response"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","15","","","Algal_overgrowth"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","30","","","Pigmentation_response"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Pocillopora","Pocillopora_meandrina","5","","","Healthy"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","10","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Pavona","Pavona_varians","","","","Healthy"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Pocillopora","Pocillopora_meandrina","40","","","Healthy"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Pocillopora","Pocillopora_damicornis","5","","","Healthy"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
NA,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","30","","","Algal_overgrowth"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","60","","","Algal_overgrowth"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Pocillopora","Pocillopora_meandrina","30","","","Healthy"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","30","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_evermanni","20","","","Algal_overgrowth"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","40","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","30","","","Pigmentation_response"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Pocillopora","Pocillopora_meandrina","5","","","Healthy"
2010-07-15,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","","","","Healthy"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Pocillopora","Pocillopora_meandrina","","","","Healthy"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","35","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","30","","","Pigmentation_response"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","60","","","Pigmentation_response"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","90","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","40","","","Tissue_Loss"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","40","","","Pigmentation_response"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","35","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","10","","","Algal_overgrowth"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Montipora","Montipora_capitata","","","","Healthy"
2010-07-15,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","35","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Pocillopora","Pocillopora_meandrina","5","","","Healthy"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Pocillopora","Pocillopora_meandrina","10","","","Healthy"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_evermanni","45","","","Algal_overgrowth"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","50","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","30","","","Pigmentation_response"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","50","","","Trematodiasis"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","5","","","Healthy"
NA,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","30","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","50","","","Discoloration"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","30","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Pocillopora","Pocillopora_meandrina","10","","","Healthy"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Pocillopora","Pocillopora_meandrina","35","","","Healthy"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","15","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","20","","","Pigmentation_response"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","5","","","Trematodiasis"
2011-01-14,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Pocillopora","Pocillopora_meandrina","35","","","Bleaching"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Pocillopora","Pocillopora_meandrina","","","","Healthy"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2010-01-30,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","","","","Healthy"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","","","","Healthy"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Pocillopora","Pocillopora_meandrina","40","","","Healthy"
2011-02-03,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","50","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","25","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Porites","Porites_lobata","20","","","Trematodiasis"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"B","","","10","1","","Pocillopora","Pocillopora_meandrina","40","","","Predation"
2010-07-15,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","20","","","Discoloration"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","50","","","Algal_overgrowth"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Pocillopora","Pocillopora_meandrina","5","","","Healthy"
2011-08-17,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","45","","","Trematodiasis"
2011-01-12,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"A","","","10","1","","Porites","Porites_lobata","15","","","Algal_overgrowth"
2010-07-22,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"C","","","10","1","","Porites","Porites_lobata","40","","","Trematodiasis"
2010-07-15,"Couch","MHI","Hawaii","Honokohau",19.672,156.03,"Belt_transect",2.7,"D","","","10","1","","Porites","Porites_lobata","5","","","Algal_overgrowth"
